Gene	RNA Tissue Category	RNA TS TPM	BaseMean	log2FoldChange	lfcSE	stat	P_value	P value adjusted
MBD3L4	Not detected		0	NA	NA	NA	NA	NA
ITSN1	Expressed in all		883.6318162	-0.001929207	0.090612351	-0.021290772	0.983013705	0.998658478
ITPRIPL2	Expressed in all		742.9105135	-0.140781587	0.094357938	-1.491995173	0.135700411	0.773784116
DENND1C	Tissue enhanced	appendix: 28.2;lymph node: 37.1;spleen: 31.7	153.5695317	-0.319964638	0.1377485	-2.322817581	0.020188954	0.5728485
SLCO1B7	Tissue enriched	breast: 43.2	16.6741561	-0.300965649	0.46789466	-0.643233777	0.520072419	0.932074969
CRLF2	Tissue enhanced	appendix: 2.1;gallbladder: 2.0	0.756480921	0.634978363	0.936778414	0.677831975	0.497878235	NA
CRYZL1	Expressed in all		213.0467526	-0.025010694	0.094892209	-0.263569516	0.792111651	0.975843875
C5orf51	Expressed in all		415.5859076	-0.216350247	0.127879645	-1.691827085	0.090678948	0.725415173
GAGE1	Tissue enriched	testis: 110.5	0.129515999	0.167678552	4.131705827	0.040583371	0.967628041	NA
ARRDC5	Tissue enriched	testis: 18.2	2.926562677	0.360954427	0.40367111	0.894179488	0.371225865	0.894989179
CYS1	Tissue enriched	kidney: 101.2	72.98643133	0.039016647	0.27197689	0.143455743	0.885930261	0.990384986
PLPP6	Mixed		349.3929939	-0.045871708	0.089984243	-0.509774895	0.610209176	0.955351031
KLRC2	Group enriched	cerebral cortex: 17.3;spleen: 8.1	1.822910214	0.986854062	0.654732706	1.50726251	0.131743383	0.772709405
KLRC3	Tissue enhanced	cerebral cortex: 9.2;spleen: 6.2	2.319594039	0.014566241	0.724803269	0.020096821	0.983966136	0.998738623
C16orf96	Tissue enriched	testis: 10.9	7.789985022	-0.014565906	0.300851763	-0.048415557	0.961385061	0.996161917
GMNC	Tissue enriched	fallopian tube: 9.5	71.61323617	-0.074859628	0.165670659	-0.451858092	0.651371217	0.961689548
TTC23L	Tissue enriched	testis: 39.2	2.343421247	0.722036224	0.500943511	1.441352583	0.149485099	0.78011025
CLEC6A	Tissue enhanced	appendix: 1.5;lung: 1.5	0.416904416	0.818702259	1.213364611	0.674737216	0.499842736	NA
RFPL3S	Tissue enriched	testis: 99.1	2.416567764	0.112430625	0.692296661	0.162402379	0.870988997	0.988345109
C22orf42	Tissue enriched	testis: 10.8	0.715320802	-1.538731844	1.001819029	-1.535937928	0.124553605	NA
NANOGNB	Not detected		0.258303954	-0.15739541	1.872524733	-0.084055184	0.933012557	NA
LRRC72	Tissue enriched	testis: 4.3	0.05460426	0.342426827	4.12072969	0.08309859	0.933773147	NA
PCOTH	Tissue enhanced	prostate: 24.5;skin: 25.5;testis: 38.3	3.887069981	-0.330735647	0.428134009	-0.772504964	0.439815408	0.911117506
C1QTNF9B	Tissue enhanced	skin: 9.4	0.653663277	-0.727800769	1.246114001	-0.584056329	0.559182415	NA
KRTAP5-6	Not detected		1.829058414	-0.309071217	0.570461068	-0.541791955	0.587961834	0.947583308
KRTAP5-2	Tissue enhanced	cerebral cortex: 3.6	1.413146727	-0.260332381	1.008956879	-0.258021315	0.796390457	0.976552469
KRTAP5-1	Not detected		0.212011089	-0.02467606	1.796288536	-0.013737247	0.989039607	NA
DEFB134	Tissue enriched	epididymis: 36.9	0	NA	NA	NA	NA	NA
DEFB135	Tissue enriched	epididymis: 84.8	0	NA	NA	NA	NA	NA
DEFB136	Tissue enriched	epididymis: 3.8	0	NA	NA	NA	NA	NA
BHLHA9	Not detected		0.40252464	-0.820444203	1.039216559	-0.789483381	0.429829539	NA
ZNF316	Expressed in all		130.3491789	-0.19145008	0.223780854	-0.855524844	0.392260657	0.900716661
DAZ4	Group enriched	stomach: 22.3;testis: 21.5	0.56517221	-0.483088765	2.51727382	-0.191909502	0.847813094	NA
ONECUT3	Tissue enhanced	stomach: 4.0	3.897341828	-0.297672634	0.520241552	-0.572181582	0.567198964	0.941916744
CEMP1	Mixed		35.1845502	0.08648182	0.440599636	0.196282095	0.844389375	0.981811408
OLIG2	Tissue enriched	cerebral cortex: 91.0	0.13968586	0.434815906	2.08231009	0.208814195	0.834593289	NA
C21orf62	Tissue enhanced	epididymis: 6.4;kidney: 5.1;ovary: 12.6	2.262593388	0.918426893	0.680413069	1.349807837	0.17707763	0.792578272
RNPS1	Expressed in all		777.0394412	-0.069727053	0.131305495	-0.531029209	0.595398539	0.950302631
DAZ2	Group enriched	stomach: 15.5;testis: 7.2	0.369454807	2.156180548	2.055203217	1.049132529	0.294117127	NA
NYNRIN	Mixed		404.4178849	-0.102885059	0.28859573	-0.35650236	0.721464385	0.969891533
DNAJC19	Expressed in all		653.7649473	0.101142652	0.120082762	0.842274534	0.399634302	0.902517195
IFITM5	Not detected		0.361273833	-0.992717369	1.331892891	-0.745343245	0.456064245	NA
SMIM21	Tissue enriched	testis: 5.2	0	NA	NA	NA	NA	NA
DEFA1	Tissue enriched	bone marrow: 30312.0	40.83025567	-1.14034262	0.607068165	-1.878442464	0.060320661	0.678947028
DOK6	Tissue enhanced	cerebral cortex: 21.0	138.0135991	0.321866222	0.293766492	1.095653284	0.273230534	0.849676978
HN1L	Expressed in all		943.9448736	-0.260858142	0.078927574	-3.305031822	0.000949656	0.301481426
TMEM211	Tissue enhanced	"cervix, uterine: 3.7;stomach: 2.7"	0	NA	NA	NA	NA	NA
SERPINB11	Group enriched	esophagus: 28.7;prostate: 49.9	0.063725602	-0.120858248	3.510796447	-0.034424738	0.972538457	NA
SERPINB4	Tissue enriched	esophagus: 98.3	0.009759126	0.071499476	4.131705827	0.017305074	0.986193238	NA
SERPINB5	Group enriched	esophagus: 220.2;skin: 261.8	0.143290988	-0.053759229	1.791184513	-0.030013228	0.976056504	NA
ZDHHC11B	Mixed		43.74975279	-0.027055642	0.27092746	-0.099863049	0.920453052	0.992479728
KRTAP19-8	Not detected		0	NA	NA	NA	NA	NA
KRTAP20-3	Not detected		0	NA	NA	NA	NA	NA
KRTAP20-4	Tissue enriched	testis: 3.6	0	NA	NA	NA	NA	NA
KRTAP22-2	Not detected		0	NA	NA	NA	NA	NA
KRTAP27-1	Not detected		0	NA	NA	NA	NA	NA
CFAP99	Group enriched	fallopian tube: 7.0;testis: 11.3	3.987508635	-0.555716406	0.405667894	-1.369880175	0.170724309	0.79070249
GOLGA8O	Tissue enhanced	testis: 8.7	15.68826456	-0.255342266	0.527185897	-0.484349576	0.628137798	0.956929699
TMEM191C	Tissue enriched	testis: 1.5	8.941451113	0.086313423	0.343975012	0.250929342	0.801868738	0.977213931
RNASE13	Tissue enriched	epididymis: 380.3	3.694071022	0.572869671	0.608608202	0.941278263	0.346562279	0.881803546
HBA1	Group enriched	bone marrow: 17119.3;placenta: 3433.6	480.0867648	0.217750667	0.367644442	0.592286028	0.55365907	0.939957075
HBM	Tissue enriched	bone marrow: 269.1	1.20240106	1.007034865	0.768453938	1.310468742	0.190037312	0.804458254
ELOA2	Tissue enriched	testis: 4.3	0.433691712	0.882611404	1.266999779	0.696615278	0.486043592	NA
ATP10A	Mixed		22.85999738	0.070771189	0.250635194	0.282367326	0.777661866	0.974804196
ANKUB1	Tissue enriched	fallopian tube: 9.0	1.28792082	0.049930923	0.687135434	0.07266533	0.942072438	0.994111829
TSSK2	Tissue enriched	testis: 120.4	1.096139163	-0.26063595	1.145146001	-0.227600629	0.819956731	0.978134171
PRR23A	Tissue enriched	testis: 1.9	0.699137177	-0.172069805	0.659047244	-0.261088726	0.794024086	NA
FOXL2NB	Tissue enhanced	endometrium: 29.1;ovary: 50.7;parathyroid gland: 63.8	0.836357832	-1.819951301	0.962265385	-1.891319515	0.058581705	NA
COL6A6	Tissue enhanced	lung: 11.2	34.64011048	0.647792259	0.355257332	1.823445151	0.068235997	0.697304904
RAB12	Expressed in all		827.621165	-0.00184193	0.072468452	-0.025416987	0.979722362	0.998658478
LRRC30	Tissue enriched	skeletal muscle: 5.6	0	NA	NA	NA	NA	NA
TMEM200C	Tissue enhanced	adrenal gland: 3.1;cerebral cortex: 3.5	8.881487913	-0.953722788	0.417111293	-2.286494766	0.02222533	0.576622693
OR10C1	Not detected		0	NA	NA	NA	NA	NA
TXNRD3NB	Not detected		0	NA	NA	NA	NA	NA
HLA-A	Mixed		7206.586106	-0.146456986	0.188458956	-0.77712935	0.437082459	0.910797267
HACD2	Expressed in all		1825.855694	0.076898445	0.111724683	0.688285198	0.491273201	0.923105889
CFAP44	Tissue enhanced	testis: 14.4	58.84824606	0.329660172	0.227910306	1.446446977	0.148051874	0.78011025
CD200R1L	Tissue enriched	testis: 4.9	0.02126408	0.071500182	4.131705827	0.017305245	0.986193101	NA
LNP1	Tissue enriched	testis: 47.9	97.16300463	0.045923927	0.173842831	0.264169233	0.791649517	0.975843875
OR5K3	Not detected		0	NA	NA	NA	NA	NA
VGLL3	Tissue enhanced	placenta: 57.8	68.60290758	0.084662573	0.296131596	0.285895102	0.774958466	0.974536579
PRSS50	Tissue enhanced	epididymis: 5.7;parathyroid gland: 4.1	3.258504149	0.448306508	0.67895812	0.660285951	0.509070344	0.928955838
TRIM71	Tissue enriched	testis: 9.1	0.080238031	0.365084643	2.998119566	0.121771208	0.903080217	NA
ZCWPW2	Tissue enhanced	testis: 18.5	4.144156497	0.273387078	0.657042598	0.416087297	0.677346125	0.96597455
ANKRD28	Expressed in all		106.864555	0.197375913	0.313686598	0.629213726	0.529209144	0.934574354
COLQ	Tissue enhanced	parathyroid gland: 19.4	4.470668549	1.02140627	0.839138268	1.217208545	0.22352488	0.823468556
METTL6	Expressed in all		66.06964468	0.122180752	0.122248038	0.999449593	0.317576946	0.868696678
XKR4	Tissue enriched	cerebral cortex: 4.7	0.405598234	0.601385782	1.031760723	0.582873304	0.559978593	NA
GPX3	Expressed in all		5829.001176	-0.187245043	0.172891247	-1.083022107	0.27879861	0.853289731
DIO2	Group enriched	"cervix, uterine: 269.4;thyroid gland: 601.2"	4.053690449	-0.348342921	0.57615451	-0.604599834	0.545444917	0.938167463
SELENOH	Expressed in all		792.4307867	0.063394488	0.100978429	0.627802277	0.530133474	0.934898186
DIO1	Group enriched	kidney: 147.5;liver: 94.9;thyroid gland: 434.9	2062.447024	0.05652181	0.147403375	0.383449905	0.701386207	0.968005945
STK38L	Expressed in all		347.2320307	0.088411243	0.124752518	0.708693048	0.47851498	0.921238405
SACM1L	Expressed in all		819.3969047	0.083551266	0.096992963	0.861415755	0.389009102	0.899208281
TSN	Expressed in all		838.724728	-0.012637174	0.084794822	-0.149032384	0.88152808	0.990384986
SLC48A1	Expressed in all		248.0784534	-0.187382487	0.111663734	-1.678096188	0.093328323	0.730154256
TSSK1B	Tissue enriched	testis: 62.0	0.254228532	0.437377304	1.566043409	0.27928811	0.78002373	NA
PRR22	Tissue enhanced	testis: 21.9	25.52114268	0.004125489	0.258528395	0.015957586	0.987268229	0.999045632
TAS2R19	Not detected		1.661569873	-0.44868793	0.670932143	-0.668753069	0.503653008	0.928102079
TAS2R50	Not detected		0.686276851	1.374676837	0.975869312	1.408668989	0.158933069	NA
TAS2R14	Mixed		14.83610097	0.800594639	0.252214804	3.174257131	0.001502205	0.326455671
TAS2R13	Not detected		1.253575839	0.489265976	0.730985802	0.669323501	0.503289138	0.927793131
ZRSR1	Mixed		5.333808461	-0.234468882	0.685125381	-0.342227698	0.732179542	0.971804386
KRTAP16-1	Not detected		0.033687713	0.150596032	4.131592815	0.036449873	0.970923648	NA
KRTAP29-1	Not detected		0	NA	NA	NA	NA	NA
KRTAP9-6	Not detected		0.380965857	-0.907192647	1.188084984	-0.763575552	0.445120223	NA
CTAGE1	Tissue enriched	testis: 5.0	0.596562727	0.947550445	0.789775421	1.199772011	0.230227897	NA
C17orf51	Tissue enhanced	cerebral cortex: 16.6	133.2194127	-0.162690711	0.191116594	-0.85126418	0.394622618	0.901040648
KRTAP4-11	Not detected		0	NA	NA	NA	NA	NA
KRTAP4-9	Not detected		0	NA	NA	NA	NA	NA
KRTAP2-3	Not detected		0	NA	NA	NA	NA	NA
KRTAP2-1	Not detected		0.024600343	0.342954183	4.131592815	0.08300774	0.933845385	NA
FAM127C	Mixed		31.86066444	0.094986343	0.229426425	0.414016577	0.678861967	0.965993743
OR2A42	Not detected		0.20644307	-0.155998203	1.090747615	-0.143019523	0.886274763	NA
RNF208	Tissue enhanced	cerebral cortex: 25.1	112.0227607	0.233127077	0.262111256	0.889420321	0.373777228	0.895548112
KRTAP3-3	Not detected		0	NA	NA	NA	NA	NA
KRTAP3-2	Tissue enriched	esophagus: 3.3	0	NA	NA	NA	NA	NA
KRTAP3-1	Not detected		0	NA	NA	NA	NA	NA
MT-ND4L	Expressed in all		62339.48158	0.193642747	0.290086629	0.667534205	0.504430969	0.928239982
MAP10	Mixed		84.91628812	-0.012746437	0.144196837	-0.088396095	0.929561865	0.992479728
KRTAP12-4	Not detected		0	NA	NA	NA	NA	NA
KRTAP10-3	Not detected		0	NA	NA	NA	NA	NA
KRTAP6-3	Not detected		0	NA	NA	NA	NA	NA
POU5F1B	Not detected		3.063314927	0.309318397	0.506686757	0.61047263	0.541548768	0.938167463
ZNF580	Expressed in all		95.51234198	0.020434477	0.187650446	0.108896501	0.913284582	0.992479728
ZNF611	Mixed		75.30335693	0.069607387	0.1543687	0.450916459	0.652049761	0.961689548
KLK9	Not detected		0	NA	NA	NA	NA	NA
SYT3	Tissue enriched	cerebral cortex: 17.1	0.11467052	0.167687262	4.131705827	0.040585479	0.96762636	NA
NUP62	Expressed in all		239.9659788	-0.276302324	0.255796041	-1.080166538	0.280068026	0.853289731
SPHAR	Not detected		0	NA	NA	NA	NA	NA
CGB8	Tissue enriched	placenta: 29.2	0.011586098	0.071499476	4.131705827	0.017305074	0.986193238	NA
DENND1B	Expressed in all		29.42693737	0.098103469	0.197194217	0.497496681	0.618838843	0.956478863
SFT2D2	Mixed		111.4552761	-0.048681297	0.187496276	-0.259638738	0.795142452	0.975904506
FGFR1OP	Expressed in all		550.211952	0.006166326	0.098412208	0.062658143	0.950038729	0.995202722
FAM106A	Tissue enhanced	testis: 7.3	4.375263351	0.695883946	0.490097867	1.419887726	0.15564037	0.783191598
SCAF8	Expressed in all		426.200939	-0.100499948	0.075478175	-1.331510043	0.183021243	0.797529455
CFAP45	Group enriched	fallopian tube: 71.3;testis: 38.9	0.930072492	-1.126504041	0.937835324	-1.201174676	0.229683451	NA
ACKR1	Mixed		21.11007088	-0.400297829	0.578710978	-0.691705954	0.489122007	0.922373238
ZNF254	Mixed		108.0075303	0.057387078	0.383164286	0.14977147	0.880944919	0.990384986
TCTEX1D2	Tissue enhanced	fallopian tube: 49.2	20.40084582	-0.015134197	0.274559023	-0.055121834	0.956041402	0.995220524
CRYGS	Mixed		23.65267279	0.810167699	0.334916457	2.419014301	0.015562628	0.549346933
CRIP1	Expressed in all		52.12173787	-0.036778024	0.273024185	-0.134706105	0.892844246	0.990944362
KLHL23	Expressed in all		265.7555763	0.096708967	0.098992148	0.97693573	0.328600971	0.875110794
LINGO4	Tissue enhanced	adrenal gland: 2.2;skeletal muscle: 4.1	33.83715512	0.466223078	0.307916057	1.514123956	0.129994404	0.771813231
FAM24B	Tissue enhanced	kidney: 13.8	3.242265869	0.296998092	0.390430297	0.760694275	0.446839695	0.913871211
TRIM59	Mixed		28.92420951	0.346914465	0.207805873	1.669416078	0.095034949	0.733106297
MLLT11	Tissue enriched	cerebral cortex: 122.5	36.5370707	0.043342343	0.194651727	0.222666113	0.823795377	0.97885894
ASIC3	Tissue enhanced	testis: 8.1	7.458496961	-0.038071262	0.344555586	-0.110493818	0.912017753	0.992479728
GIMAP1	Tissue enhanced	spleen: 32.8	178.9206357	0.120504372	0.150427006	0.801082036	0.423084155	0.908518022
CCDC183	Tissue enriched	testis: 11.8	6.724383021	0.009148781	0.414292992	0.022082876	0.982381846	0.998658478
ARHGEF35	Mixed		112.4857824	-0.392876666	0.278862736	-1.408853232	0.158878571	0.784736401
CSH2	Tissue enriched	placenta: 3932.3	0	NA	NA	NA	NA	NA
DNLZ	Expressed in all		61.91563572	-0.408229472	0.289634427	-1.4094646	0.158697834	0.784583742
TCL1B	Tissue enhanced	lymph node: 2.4;testis: 3.6;tonsil: 2.2	0.113716409	-0.342444934	2.878821882	-0.118953151	0.905312472	NA
SUPT4H1	Expressed in all		673.5516257	-0.054379055	0.061247137	-0.887862805	0.374614555	0.895578031
TSGA13	Tissue enriched	testis: 21.0	1.52910105	-2.10305578	1.097613112	-1.916026474	0.055361726	0.677827755
NRAS	Expressed in all		764.5058916	-0.065353325	0.11288269	-0.578949039	0.56262356	0.941872645
LTC4S	Tissue enhanced	fallopian tube: 3.7	24.46560435	-0.098668101	0.303400566	-0.325207374	0.745024128	0.971967975
ANKRD39	Expressed in all		137.7666582	0.018563016	0.127775199	0.145278706	0.884490826	0.990384986
QTRT1	Expressed in all		267.5206979	-0.240048927	0.171620526	-1.398719216	0.161897199	0.787749617
CHUK	Expressed in all		473.9368365	0.002628248	0.103751911	0.025332045	0.979790114	0.998658478
MXD3	Tissue enhanced	bone marrow: 24.2	20.62311917	0.231897804	0.326511382	0.710228852	0.477562232	0.921238405
GSTM2	Expressed in all		112.8313364	-0.201230995	0.226293718	-0.889246935	0.373870384	0.895548112
COG8	Expressed in all		49.28967916	-0.664145834	0.296502393	-2.239934141	0.025095199	0.596876353
ARHGAP19	Tissue enhanced	testis: 34.2	135.3919432	-0.125042768	0.101854653	-1.227658876	0.21957505	0.822469016
HAUS7	Mixed		57.1302497	-0.02786657	0.214530577	-0.129895564	0.896649054	0.991171691
LCAT	Expressed in all		2623.402357	0.038535573	0.180825491	0.213109182	0.831241803	0.980488409
MAGEA12	Tissue enriched	testis: 4.9	0	NA	NA	NA	NA	NA
PTPRCAP	Tissue enhanced	appendix: 64.0;lymph node: 91.4;spleen: 84.9	79.33137426	-0.393181745	0.2824628	-1.391977087	0.163929337	0.788707011
PVRIG	Tissue enhanced	lymph node: 20.5;spleen: 11.0	13.28176877	-0.586621691	0.404178097	-1.451394064	0.146670162	0.779613818
KRTAP4-12	Not detected		0	NA	NA	NA	NA	NA
KRTAP2-4	Not detected		0	NA	NA	NA	NA	NA
GPC2	Tissue enhanced	skin: 5.7;testis: 10.1	1.046293542	-0.598234349	0.890584148	-0.671732536	0.501753984	0.927223256
KRT222	Tissue enhanced	cerebral cortex: 10.0;epididymis: 6.0	64.9120851	0.208316727	0.214372676	0.971750371	0.331174751	0.876604352
SIPA1	Tissue enhanced	spleen: 99.7	261.272372	-0.122935377	0.196639932	-0.625180124	0.531852845	0.934898186
ERV3-1	Mixed		54.63727514	0.433441151	0.212496577	2.039755922	0.041374642	0.637026109
SYNJ2BP	Mixed		375.4536371	-0.03002147	0.119411178	-0.251412558	0.80149516	0.977213931
ARL2	Expressed in all		128.7119422	-0.030049681	0.145767157	-0.206148504	0.836674912	0.980754746
TTLL13P	Tissue enriched	testis: 5.0	1.596472561	-0.200881156	0.69685644	-0.288267632	0.773141882	0.974536579
GBP7	Tissue enriched	liver: 48.3	1251.853893	0.213748689	0.138102631	1.547752478	0.121681902	0.762845072
RBMXL1	Expressed in all		286.4205918	-0.148533023	0.124472723	-1.19329777	0.232752775	0.830080373
SRA1	Mixed		257.0268428	-0.15444757	0.104802688	-1.47369856	0.140562771	0.776747602
TMEM110	Expressed in all		500.8732767	-0.166090527	0.107538586	-1.544473792	0.122473596	0.762845072
DNAJC9	Expressed in all		118.6162203	0.005324243	0.110482583	0.048190789	0.961564191	0.996161917
C8orf82	Expressed in all		738.6377463	-0.164915222	0.208522172	-0.790876193	0.429016242	0.909557676
CPLX3	Group enriched	prostate: 143.7;spleen: 74.6	0.326948654	0.924619995	1.631096234	0.56687029	0.570802311	NA
VDAC1	Expressed in all		2453.93677	-0.032272205	0.088954204	-0.362795726	0.716757485	0.969425666
ZBTB9	Mixed		63.59986001	-0.133080096	0.152955557	-0.870057281	0.384269102	0.898447779
TMX2	Expressed in all		969.0453722	-0.115297199	0.076340172	-1.510308345	0.130964763	0.771856676
HEXA	Expressed in all		913.7279285	0.019669289	0.071930671	0.273447875	0.784508956	0.975317971
NDUFS3	Expressed in all		628.1370527	0.038651148	0.08901987	0.434185627	0.664153649	0.963595647
LEPROT	Expressed in all		1897.480614	-0.015013723	0.08273391	-0.18147	0.855998679	0.984523375
LBH	Expressed in all		323.068849	0.163468106	0.201285002	0.812122633	0.416721267	0.907775022
ADAT3	Tissue enhanced	duodenum: 7.5	28.55781573	-0.264762417	0.273981753	-0.966350546	0.333868801	0.877460784
PPP1CB	Expressed in all		2675.016896	0.065472531	0.104294087	0.627768387	0.530155678	0.934898186
SULT1A4	Tissue enhanced	duodenum: 173.4;small intestine: 131.0	20.6249192	-0.010113231	0.615138272	-0.016440581	0.986882905	0.999045632
GPSM3	Tissue enhanced	lymph node: 27.5;spleen: 29.3	163.011348	-0.089285953	0.163836587	-0.54496956	0.585774453	0.946478902
LAT	Tissue enhanced	lymph node: 75.3	47.26185696	-0.391143188	0.274628566	-1.424262573	0.154370477	0.783191598
NCKIPSD	Tissue enriched	parathyroid gland: 306.0	237.2180203	-0.101671512	0.097553495	-1.042212903	0.297312982	0.862245368
ATF6B	Expressed in all		521.3026069	-0.179293312	0.109588223	-1.636063693	0.101826258	0.740779249
TREX1	Expressed in all		77.68222555	0.077670797	0.270010483	0.287658449	0.773608199	0.974536579
S1PR3	Mixed		186.8744768	-0.05298825	0.201498409	-0.26297106	0.792572885	0.975843875
SLC35F6	Expressed in all		554.0291973	-0.25391153	0.11523195	-2.203482021	0.027560793	0.602881366
FAM209B	Tissue enriched	testis: 112.5	2.009122066	-0.322760449	0.536201939	-0.601938235	0.547215252	0.938639016
CLIC1	Expressed in all		727.7522471	-0.051921863	0.100961683	-0.51427295	0.607061171	0.954490378
DDAH2	Mixed		318.5067975	-0.082737247	0.148951481	-0.555464411	0.578577046	0.944320855
RPS29	Expressed in all		7618.065526	0.282287109	0.212954918	1.325572152	0.184981456	0.800000237
UGT2B11	Tissue enriched	breast: 320.4	273.1549658	0.218150574	0.386761151	0.56404469	0.572723718	0.943125146
ATP6V1G2	Tissue enriched	cerebral cortex: 16.7	4.467924593	0.001406748	0.418475527	0.003361602	0.997317835	0.999432613
ZNF134	Mixed		99.75267035	0.046386715	0.17202359	0.269653222	0.787427052	0.975776136
GTF2H4	Mixed		178.9704905	-0.045055798	0.113786897	-0.395966486	0.692129752	0.967669272
DDX47	Expressed in all		469.3117164	0.035420288	0.072257128	0.490197841	0.623993908	0.956929699
ZNF845	Mixed		51.99141351	0.409434641	0.318358615	1.286079979	0.19841515	0.807128518
KLRK1	Tissue enhanced	lymph node: 35.1;spleen: 52.8	70.52924885	0.275181316	0.220956941	1.245406981	0.212982189	0.818686666
CEACAM18	Group enriched	duodenum: 10.5;small intestine: 7.2	0.014079684	0.071499476	4.131705827	0.017305074	0.986193238	NA
EMP2	Tissue enhanced	lung: 343.9	1548.544923	-0.234809442	0.137015195	-1.713747461	0.086575116	0.719092186
KCTD11	Mixed		103.378665	-0.128162634	0.121204408	-1.057409012	0.290324961	0.858710264
C8orf44	Mixed		30.56644034	0.345716748	0.196224318	1.761844564	0.078095563	0.711963183
UBD	Tissue enhanced	lymph node: 94.9;tonsil: 92.5	531.1632073	0.188393574	0.318789698	0.590965061	0.554543831	0.940124114
PPM1N	Tissue enriched	skeletal muscle: 69.9	11.86853669	0.250657692	0.349374077	0.717447884	0.473097783	0.921238405
CEACAM16	Not detected		0.846638964	0.208889403	1.357860748	0.153837132	0.877738156	NA
SLC23A3	Tissue enhanced	kidney: 53.1;small intestine: 22.9	20.84782784	-0.20643551	0.349387978	-0.590848923	0.554621652	0.940124114
LTB4R	Tissue enhanced	skin: 165.8	92.52877146	-0.158020764	0.192108176	-0.822561371	0.410757474	0.905616988
LTB4R2	Tissue enhanced	skin: 40.5	19.16618438	-0.382956975	0.303076699	-1.263564557	0.206386362	0.814132568
DNASE1	Tissue enhanced	small intestine: 37.8	10.99408544	0.136177967	0.27310551	0.49862768	0.618041702	0.956478863
MDP1	Expressed in all		80.97420357	0.333445546	0.133051636	2.50613638	0.012205853	0.517155147
LEUTX	Not detected		0	NA	NA	NA	NA	NA
CSNK1E	Expressed in all		390.6190601	-0.030445856	0.161371084	-0.188669839	0.850351592	0.983672213
CCL27	Tissue enriched	skin: 504.4	1.532570928	-0.124985457	0.775451003	-0.161177761	0.871953396	0.988541755
IRF9	Expressed in all		576.6547412	-0.096386333	0.154432693	-0.624131659	0.532541124	0.935039208
GALT	Expressed in all		955.7605208	0.077604006	0.134922673	0.575173947	0.565173661	0.941916744
HBE1	Tissue enhanced	testis: 1.0	0.130171337	0.433180443	1.785069179	0.242668714	0.808262045	NA
HBG1	Tissue enriched	placenta: 1087.7	1.541678223	0.723712498	1.547420964	0.467689475	0.640006669	0.959310571
CLDN9	Tissue enhanced	parathyroid gland: 3.2	18.58364316	0.027409822	0.308945934	0.088720448	0.929304082	0.992479728
ITGA1	Mixed		3272.048838	-0.052919178	0.136289759	-0.388284329	0.697805633	0.967669272
NUDT19	Expressed in all		233.6145093	0.132538343	0.113970551	1.162917453	0.244862996	0.837052683
ZNF726	Mixed		29.124201	0.200309456	0.213201715	0.93953023	0.347458579	0.88234784
ZNF99	Tissue enriched	testis: 3.0	0.62119979	0.226938875	1.037532333	0.218729448	0.826860808	NA
TAX1BP3	Expressed in all		238.5957351	-0.187336362	0.160516507	-1.167084721	0.243176157	0.836228215
AP1G2	Mixed		180.3726818	0.166421519	0.145260081	1.145679649	0.251927727	0.841116715
ZNF90	Tissue enhanced	parathyroid gland: 7.6	11.81735725	0.457943205	0.356965045	1.282879685	0.199534231	0.808028473
NAXD	Expressed in all		536.329359	-0.156637834	0.153968493	-1.017336928	0.308993175	0.865290646
TM6SF2	Group enriched	duodenum: 77.0;small intestine: 76.8	418.6711103	-0.106010314	0.165314579	-0.641264154	0.521351075	0.932074969
MEF2B	Group enriched	appendix: 17.6;lymph node: 45.7;tonsil: 27.2	14.55486714	0.468168462	0.518257933	0.903350304	0.366340006	0.894200908
GANC	Expressed in all		202.673409	0.132746276	0.103876335	1.277926058	0.201275499	0.809128245
TTLL3	Expressed in all		132.3938985	0.118371412	0.21021028	0.563109533	0.573360301	0.943125146
REPIN1	Expressed in all		1313.347692	-0.12353585	0.107007341	-1.154461448	0.248311035	0.839261414
MRPL23	Expressed in all		401.0571108	0.041715101	0.167832841	0.248551476	0.803707747	0.977213931
ZNF891	Mixed		24.12458166	0.456043449	0.246998628	1.846340005	0.064842852	0.690511757
IFNA7	Not detected		0	NA	NA	NA	NA	NA
SMIM7	Expressed in all		849.8567958	0.051788471	0.071188132	0.72748742	0.466927419	0.919360602
FBXO16	Tissue enhanced	epididymis: 22.4	24.46185044	0.106169401	0.214335377	0.495342401	0.620358445	0.956478863
TSPAN4	Expressed in all		503.1430152	0.036214612	0.156998147	0.230669041	0.817571927	0.977674842
CPNE1	Expressed in all		474.2166234	0.044314456	0.119616783	0.370470223	0.711032159	0.968578451
ARL16	Expressed in all		97.75328732	-0.04765974	0.166214981	-0.286735527	0.774314833	0.974536579
SMCO1	Group enriched	heart muscle: 24.2;skeletal muscle: 51.1	0.198780308	0.90928931	1.635200966	0.556071901	0.578161703	NA
WEE2	Not detected		1.851424831	-0.027057147	0.642267933	-0.042127507	0.966397052	0.996782839
MAGEB1	Tissue enriched	testis: 29.2	0	NA	NA	NA	NA	NA
LYRM4	Expressed in all		149.3106055	-0.042554714	0.094387275	-0.450852239	0.652096048	0.961689548
MYCBP	Expressed in all		226.4959309	0.006810373	0.096051794	0.070903135	0.943474849	0.994111829
